Country,City,Street,Crime Type,Date,Latitude,Longitude
United States,San Antonio,Ondricka Ramp Place,Vandalism,2023-01-23,54.5452,137.8112
United States,Dallas,Jacobson Dale Hollow,Fraud,2023-02-10,-39.8220,-46.5920
United States,Chicago,Johnston Light Forest,Assault,2023-06-13,-59.0905,121.6243
United States,Los Angeles,Obie Street Rapids,Vandalism,2023-05-18,-29.9988,71.1164
United States,Austin,Trever Forks Passage,Vandalism,2023-01-11,-10.7816,72.5675
United States,Chicago,Marie Pass Circles,Theft,2023-12-15,-7.5003,-0.5373
United States,New York City,Hirthe Bypass Isle,Vandalism,2023-09-27,28.2859,-153.2552
United States,Miami,Welch Ways Cove,Fraud,2023-08-04,-5.3050,54.3891
United States,New York City,Abigayle Loaf Parkways,Vandalism,2023-11-04,-26.9796,178.2166
United States,San Antonio,Bartell Freeway Trace,Theft,2023-03-20,30.8394,165.0112
United States,Los Angeles,Samanta Dam Turnpike,Burglary,2023-04-18,-45.7006,-168.3606
United States,Miami,Wava Via Courts,Fraud,2023-08-19,-81.8168,156.7877
United States,Houston,Donnelly Villages Gateway,Fraud,2023-01-09,-52.3939,-30.2493
United States,New York City,Hessel Crossroad Harbor,Assault,2023-04-27,52.1954,153.0508
United States,San Antonio,Augusta Burgs Bypass,Assault,2023-12-06,6.0170,137.6664
United States,Chicago,Beer Rest Crest,Assault,2023-10-28,52.1548,-54.5998
United States,New York City,Hank Groves Fork,Assault,2023-02-10,46.8291,-63.7941
United States,Los Angeles,Barton Extension Road,Theft,2023-01-18,43.3789,151.5696
United States,San Antonio,Francisco Circles Extensions,Fraud,2023-01-25,-45.6069,138.8733
United States,Dallas,Nathanael Shoal Union,Fraud,2023-10-27,79.3516,62.4244
United States,Philadelphia,Haag Loaf Mountain,Fraud,2023-12-04,-41.8321,-127.6574
United States,Philadelphia,Dibbert Course Hill,Assault,2023-06-09,-48.0413,153.5710
United States,New York City,Prohaska Forge Via,Fraud,2023-07-20,76.1713,153.9817
United States,New York City,Cummings Fork Avenue,Fraud,2023-06-22,40.8389,157.5119
United States,San Antonio,Conner Heights Summit,Vandalism,2023-04-28,30.0996,164.7303
United States,Chicago,Hammes Course Overpass,Vandalism,2023-11-17,-47.7634,-132.0538
United States,Dallas,Pouros Pass Pine,Fraud,2023-07-02,44.7659,175.3264
United States,Los Angeles,Greyson Glens Unions,Theft,2023-05-26,-19.7407,34.5668
United States,Los Angeles,Amaya Fields Plains,Assault,2023-07-15,-41.9598,179.4555
United States,San Antonio,Emmalee Extensions Club,Vandalism,2023-03-08,-38.3768,-111.7961
United States,Chicago,Aletha Summit Ridges,Burglary,2023-01-27,79.2085,123.7373
United States,New York City,Carmine Orchard Motorway,Theft,2023-02-06,55.6139,153.9045
United States,San Antonio,Sebastian Mountain Mall,Assault,2023-12-28,71.8869,-42.8696
United States,Philadelphia,Beer Squares Mission,Vandalism,2023-12-20,6.0311,169.0938
United States,Chicago,Halvorson Lake Oval,Assault,2023-09-24,82.0613,140.1141
United States,Philadelphia,Schaefer Ferry Parkway,Burglary,2023-04-15,86.3428,122.2512
United States,New York City,Chauncey Corner Trace,Vandalism,2023-05-14,-15.8533,-91.6182
United States,San Antonio,Jarrell Knoll Crest,Burglary,2023-11-12,-22.2396,161.4232
United States,Los Angeles,Metz Shoals Mountains,Assault,2023-06-14,24.0214,-159.4451
United States,San Antonio,Stehr Crossroad Villages,Burglary,2023-04-13,-38.6850,144.0396
