Country,City,Street,Crime Type,Date,Latitude,Longitude
United Kingdom,London,Blanda Spur Hollow,Theft,2023-07-24,-32.6296,82.9999
United Kingdom,Sheffield,Jamey Meadow Loaf,Theft,2023-08-08,28.1422,-86.8168
United Kingdom,Liverpool,Predovic Crossing Knolls,Burglary,2023-10-06,-40.4170,123.3331
United Kingdom,Birmingham,Liana Court Garden,Theft,2023-01-12,-55.3354,132.5947
United Kingdom,Leeds,Wiegand Land Roads,Fraud,2023-05-24,48.3949,134.9623
United Kingdom,Newcastle,Wuckert Islands Forks,Burglary,2023-01-26,-79.5814,-91.3036
United Kingdom,Leeds,Simonis Glen Spring,Vandalism,2023-12-28,-7.3832,128.2198
United Kingdom,London,Sherman Canyon Knolls,Burglary,2023-05-12,-78.1823,-161.3176
United Kingdom,Leeds,Osinski Terrace Overpass,Theft,2023-10-11,-85.7074,-16.9849
United Kingdom,Liverpool,Nigel Wall Freeway,Vandalism,2023-06-01,45.9048,-170.9254
United Kingdom,Liverpool,Josue Gardens Court,Vandalism,2023-06-03,10.3641,-9.4421
United Kingdom,London,Hellen Terrace Overpass,Burglary,2023-01-28,-89.9971,59.4261
United Kingdom,Sheffield,Serena Point Corners,Vandalism,2023-06-12,-67.8761,-120.8554
United Kingdom,Newcastle,Mueller Estate River,Fraud,2023-10-08,-1.4727,-89.7669
United Kingdom,Nottingham,Bauch Walk Cliffs,Theft,2023-01-18,-65.7110,136.5524
United Kingdom,London,Smith Mountains Mission,Theft,2023-12-09,-87.4481,-144.7843
United Kingdom,Sheffield,Ivah River Shoal,Fraud,2023-04-11,5.7079,7.7706
United Kingdom,Bristol,Langosh Key Isle,Vandalism,2023-11-02,-6.5220,176.9307
United Kingdom,Manchester,Joany Mall Gateway,Assault,2023-02-22,-21.1508,85.9973
United Kingdom,Leeds,Giles Path Harbor,Theft,2023-03-25,40.8344,66.4085
United Kingdom,Glasgow,Bahringer Haven Squares,Assault,2023-10-07,-86.2929,-98.9266
United Kingdom,Bristol,Johnston Field Meadows,Burglary,2023-10-03,3.3919,94.3382
United Kingdom,Manchester,Barrows Well Dale,Burglary,2023-04-27,49.1670,1.6035
United Kingdom,Leeds,Marielle Light Groves,Fraud,2023-08-26,1.7997,50.4307
United Kingdom,Liverpool,Ike Haven Groves,Theft,2023-08-18,74.2650,88.9575
United Kingdom,Sheffield,Vidal Plain Heights,Vandalism,2023-04-29,-51.4734,-113.9090
United Kingdom,Manchester,Frami Light Harbor,Fraud,2023-06-10,69.1849,-67.6975
United Kingdom,Sheffield,Chad Ranch Bypass,Vandalism,2023-02-07,-22.6148,108.9937
United Kingdom,Leeds,Constantin Stream Ports,Theft,2023-01-15,-73.3216,-47.6336
United Kingdom,Sheffield,Easton Crossroad Cliffs,Vandalism,2023-10-14,19.3871,-47.0714
United Kingdom,Leeds,Alejandra River Manor,Burglary,2023-01-06,-27.4850,29.6761
United Kingdom,Newcastle,Fahey Views Drive,Theft,2023-09-17,-75.0131,36.1204
United Kingdom,London,Doyle Center Mount,Assault,2023-09-14,-32.0907,125.4782
United Kingdom,Manchester,Crystel Hill Isle,Fraud,2023-10-18,-56.2185,107.7287
United Kingdom,Leeds,Konopelski Stream Rue,Vandalism,2023-04-12,12.9131,-164.0175
United Kingdom,Manchester,Cronin Mews Stream,Assault,2023-09-14,-86.1433,144.5388
United Kingdom,Bristol,Zieme Camp Meadow,Assault,2023-07-02,74.4411,-170.2875
United Kingdom,Leeds,Lester Valley Roads,Theft,2023-10-13,25.4738,20.0492
United Kingdom,Bristol,Micah Corners Expressway,Assault,2023-12-08,51.2817,-10.6471
United Kingdom,Glasgow,Leannon Harbors Ferry,Fraud,2023-06-01,85.7293,-0.2090
United Kingdom,Nottingham,Ewald Expressway Mission,Theft,2023-09-21,40.0373,148.5570
United Kingdom,Manchester,Bechtelar Mission Ridge,Theft,2023-06-14,82.9867,114.9449
United Kingdom,Glasgow,Mayert Avenue Mountains,Assault,2023-06-25,-6.7499,-40.0775
United Kingdom,Glasgow,Aliza Port Walk,Fraud,2023-08-10,-70.1610,-12.4006
United Kingdom,Manchester,Cruickshank Hollow Rapid,Theft,2023-05-31,71.6607,-34.9649
United Kingdom,Sheffield,Hal Road Mall,Theft,2023-08-23,79.0248,-131.0727
United Kingdom,Nottingham,Prohaska Stravenue Harbors,Vandalism,2023-04-08,29.6473,-82.2963
United Kingdom,Leeds,Tracy Coves Cape,Vandalism,2023-03-16,65.9050,-76.2004
United Kingdom,Newcastle,Green Ramp Loaf,Assault,2023-08-19,43.2240,-51.7386
United Kingdom,Glasgow,Uriel Stream Valleys,Assault,2023-07-29,-22.4198,-12.3310
United Kingdom,Glasgow,Kaia Valley Spur,Vandalism,2023-06-13,-3.5206,27.8077
United Kingdom,Bristol,Schaden Road Islands,Theft,2023-08-08,89.5398,-17.7965
United Kingdom,Manchester,Kirsten Court Grove,Burglary,2023-08-24,11.0731,144.6265
United Kingdom,Newcastle,Darrell Drive Rest,Fraud,2023-12-06,-67.5495,-63.2026
United Kingdom,Manchester,Orpha Vista Port,Fraud,2023-11-02,21.3224,-108.7900
United Kingdom,Liverpool,Cary Fields Drive,Burglary,2023-11-28,-40.1450,-60.5925
United Kingdom,Newcastle,Petra Ridges Overpass,Assault,2023-10-04,-82.1111,151.2623
United Kingdom,Liverpool,Cecelia Vista Glens,Fraud,2023-12-07,-22.2124,-23.9996
United Kingdom,Newcastle,Stroman Pike Roads,Burglary,2023-05-03,-71.8036,37.5169
United Kingdom,Glasgow,Moen Parks Harbors,Fraud,2023-03-08,25.7295,-65.0915
United Kingdom,Birmingham,Jake Village Walks,Theft,2023-07-20,33.3490,-17.9622
United Kingdom,London,Bernhard Dale Common,Theft,2023-10-28,-61.9796,91.5383
United Kingdom,Glasgow,Dallin Fords Circle,Fraud,2023-07-10,-83.9447,-109.2956
United Kingdom,Liverpool,Terry Roads Skyway,Vandalism,2023-08-23,-47.7556,64.7237
United Kingdom,Newcastle,Heaney Village Fork,Vandalism,2023-08-30,2.7266,179.0337
United Kingdom,Birmingham,Ivy Vista Highway,Assault,2023-04-07,80.5489,123.8977
United Kingdom,Birmingham,Rosenbaum Ports Ridge,Theft,2023-01-31,42.7068,144.6698
United Kingdom,London,Otha Extension Turnpike,Assault,2023-05-11,39.6202,70.3270
