Country,City,Street,Crime Type,Date,Latitude,Longitude
Canada,Toronto,Paucek Valleys Locks,Fraud,2023-01-23,-37.3357,107.6730
Canada,Montreal,Rath Trail Tunnel,Burglary,2023-06-13,7.3548,-99.4930
Canada,Ottawa,Hand Ports Pine,Burglary,2023-11-09,-73.8054,120.3718
Canada,Quebec City,Legros Gateway Camp,Fraud,2023-06-08,-27.9230,95.0570
Canada,Winnipeg,Ivy Corner Shores,Assault,2023-05-15,44.8019,-49.6877
Canada,Vancouver,Carol Ford Harbors,Assault,2023-05-16,76.2355,64.9373
Canada,Ottawa,Dewayne Orchard Mission,Fraud,2023-01-12,74.2638,-50.8291
Canada,Calgary,Shanny Plaza Fort,Fraud,2023-07-24,83.4595,35.2823
Canada,Winnipeg,Jalen Grove Path,Theft,2023-07-25,76.8265,148.0522
Canada,Quebec City,Heidenreich Circles Fields,Vandalism,2023-01-21,84.9542,-160.0009
Canada,Calgary,Nitzsche Forks Valley,Assault,2023-07-07,-42.5663,-170.7021
Canada,Hamilton,Lilian Streets Hollow,Theft,2023-11-25,20.3919,-141.6292
Canada,Vancouver,Streich Port Hills,Vandalism,2023-10-18,17.6644,9.7699
Canada,Edmonton,Humberto Track Pass,Assault,2023-01-10,-40.2717,147.9262
Canada,Kitchener,Beier Branch Parkway,Assault,2023-09-04,-30.8030,-96.9499
Canada,Vancouver,Roberts Drives Lakes,Vandalism,2023-12-07,33.8738,135.5387
Canada,Quebec City,Eloise Springs Tunnel,Burglary,2023-12-17,-4.6599,7.8888
Canada,Toronto,Ferry Shores Locks,Vandalism,2023-12-14,-74.6745,-84.1539
Canada,Vancouver,Ondricka Village Islands,Vandalism,2023-07-02,-70.8294,-99.7056
Canada,Quebec City,Johns Valley Ports,Theft,2023-11-20,51.9272,-30.0827
